"mon_feature_id","date_time","sample_begin_depth","institution_abbr","preservative_abbr","Ca_Diss_Water","Ca_Diss_Water_dl","Cl_Diss_Water","Cl_Diss_Water_dl","DMS_Tot_Water","DMS_Tot_Water_dl","EC_Phys_Water","EC_Phys_Water_dl","F_Diss_Water","F_Diss_Water_dl","K_Diss_Water","K_Diss_Water_dl","Mg_Diss_Water","Mg_Diss_Water_dl","Na_Diss_Water","Na_Diss_Water_dl","NH4_N_Diss_Water","NH4_N_Diss_Water_dl","NO3_NO2_N_Diss_Water","NO3_NO2_N_Diss_Water_dl","pH_Diss_Water","pH_Diss_Water_dl","PO4_P_Diss_Water","PO4_P_Diss_Water_dl","Si_Diss_Water","Si_Diss_Water_dl","SO4_Diss_Water","SO4_Diss_Water_dl","TAL_Diss_Water","TAL_Diss_Water_dl","Station","Qat"
90209,1980-11-07 04:15:00,9,"DWS-RQIS","NONE",43.8,1,47.8,3,400,1,62.5,1,0.69,0.1,7.21,0.3,23.7,1,46.9,2,0.59,0.04,0.23,0.04,7.78,2,0.517,0.005,4.93,0.4,88.6,4,113.5,4,"A2H067Q01","A21J"
90209,1980-11-07 06:15:00,9,"DWS-RQIS","NONE",43.3,1,47.2,3,397,1,62.4,1,0.68,0.1,6.43,0.3,24,1,46.1,2,0.52,0.04,0.25,0.04,7.72,2,0.511,0.005,4.94,0.4,88.5,4,112.7,4,"A2H067Q01","A21J"
90209,1980-11-07 08:15:00,9,"DWS-RQIS","NONE",44.2,1,48.1,3,402,1,63,1,0.69,0.1,6.14,0.3,24.2,1,45.7,2,0.33,0.04,0.28,0.04,8.1,2,0.5,0.005,4.94,0.4,89.8,4,115.2,4,"A2H067Q01","A21J"
90209,1980-11-07 12:15:00,9,"DWS-RQIS","NONE",42.7,1,48.1,3,399,1,62.4,1,0.72,0.1,6.08,0.3,24,1,46.1,2,0.54,0.04,0.25,0.04,7.75,2,0.512,0.005,5.01,0.4,89.8,4,113.4,4,"A2H067Q01","A21J"
90209,1980-11-07 14:15:00,9,"DWS-RQIS","NONE",44.7,1,48.1,3,399,1,62.8,1,0.7,0.1,6.32,0.3,24,1,45.3,2,0.56,0.04,0.23,0.04,7.72,2,0.513,0.005,5.01,0.4,89.7,4,112.6,4,"A2H067Q01","A21J"
90209,1980-11-11 08:20:00,14,"DWS-RQIS","NONE",42.4,1,49.2,3,400,1,61.7,1,0.59,0.1,5.94,0.3,23.5,1,43.7,2,0.29,0.04,0.25,0.04,7.8,2,0.47,0.005,5.02,0.4,92.3,4,114.2,4,"A2H067Q01","A21J"
90209,1980-11-11 08:40:00,14,"DWS-RQIS","NONE",42.9,1,49.2,3,402,1,62.3,1,0.69,0.1,6.06,0.3,23.3,1,44.9,2,0.35,0.04,0.25,0.04,8.18,2,0.481,0.005,5.11,0.4,92.6,4,114.1,4,"A2H067Q01","A21J"
90209,1980-11-11 09:00:00,14,"DWS-RQIS","NONE",43.3,1,49.1,3,398,1,62.3,1,0.69,0.1,5.93,0.3,23.2,1,43.7,2,0.45,0.04,0.26,0.04,8.33,2,0.499,0.005,5.11,0.4,90.9,4,113.1,4,"A2H067Q01","A21J"
90209,1980-11-11 09:20:00,14,"DWS-RQIS","NONE",43.3,1,47.6,3,397,1,62.2,1,0.7,0.1,6.05,0.3,23.5,1,44.5,2,0.36,0.04,0.26,0.04,8.21,2,0.486,0.005,5.01,0.4,89.7,4,113.8,4,"A2H067Q01","A21J"
90209,1980-11-11 09:40:00,14,"DWS-RQIS","NONE",45.2,1,47.6,3,395,1,68.6,1,0.68,0.1,7.14,0.3,24.5,1,45.2,2,0.7,0.04,0.26,0.04,6.13,2,0.602,0.005,5.1,0.4,180.2,4,33.5,4,"A2H067Q01","A21J"
90209,1980-11-11 10:00:00,14,"DWS-RQIS","NONE",44.8,1,48.1,3,394,1,66.7,1,0.68,0.1,6.17,0.3,23.3,1,44.4,2,0.64,0.04,0.28,0.04,6.01,2,0.536,0.005,5.09,0.4,188.3,4,28.5,4,"A2H067Q01","A21J"
90209,1980-11-11 10:20:00,14,"DWS-RQIS","NONE",44.3,1,48.6,3,388,1,66.9,1,0.68,0.1,6.41,0.3,23.8,1,44.8,2,0.61,0.04,0.25,0.04,6.1,2,0.564,0.005,5.37,0.4,175.7,4,33.2,4,"A2H067Q01","A21J"
90209,1980-11-11 10:40:00,14,"DWS-RQIS","NONE",44.3,1,48,3,386,1,66.1,1,0.68,0.1,6.35,0.3,23.5,1,45.2,2,0.46,0.04,0.24,0.04,6.19,2,0.512,0.005,4.99,0.4,167.4,4,38.7,4,"A2H067Q01","A21J"
90209,1980-11-11 11:00:00,14,"DWS-RQIS","NONE",44.1,1,48,3,397,1,65.9,1,0.69,0.1,6.23,0.3,23.5,1,44.4,2,0.46,0.04,0.25,0.04,6.24,2,0.507,0.005,5.17,0.4,173.8,4,43.5,4,"A2H067Q01","A21J"
90209,1980-11-11 11:20:00,14,"DWS-RQIS","NONE",44.5,1,48.5,3,399,1,67.2,1,0.75,0.1,6.1,0.3,23.6,1,45.5,2,0.5,0.04,0.25,0.04,6.53,2,0.515,0.005,5.16,0.4,153.7,4,59.5,4,"A2H067Q01","A21J"
90209,1980-11-11 11:40:00,14,"DWS-RQIS","NONE",44.5,1,47.9,3,387,1,66.7,1,0.7,0.1,6.41,0.3,23.3,1,44.3,2,0.6,0.04,0.25,0.04,6.19,2,0.528,0.005,5.16,0.4,171.3,4,36.7,4,"A2H067Q01","A21J"
90209,1980-11-11 12:00:00,14,"DWS-RQIS","NONE",44.1,1,48.4,3,388,1,66.6,1,0.7,0.1,6.16,0.3,23.2,1,43.9,2,0.53,0.04,0.25,0.04,6.13,2,0.518,0.005,5.15,0.4,175.2,4,35,4,"A2H067Q01","A21J"
90209,1980-11-11 12:20:00,14,"DWS-RQIS","NONE",43.3,1,48.4,3,393,1,65.7,1,0.68,0.1,6.04,0.3,23.2,1,44.7,2,0.45,0.04,0.25,0.04,6.3,2,0.5,0.005,5.15,0.4,169.1,4,44.5,4,"A2H067Q01","A21J"
90209,1980-11-11 12:40:00,14,"DWS-RQIS","NONE",44.1,1,47.4,3,397,1,65.1,1,0.7,0.1,6.16,0.3,23.2,1,44.2,2,0.57,0.04,0.25,0.04,6.42,2,0.523,0.005,5.05,0.4,165.9,4,50.9,4,"A2H067Q01","A21J"
90209,1980-11-11 13:00:00,14,"DWS-RQIS","NONE",43.9,1,47.8,3,390,1,65.7,1,0.68,0.1,6.16,0.3,23.2,1,43.4,2,0.61,0.04,0.25,0.04,6.27,2,0.533,0.005,5.05,0.4,174.2,4,38.7,4,"A2H067Q01","A21J"
90209,1980-11-11 13:20:00,14,"DWS-RQIS","NONE",42.9,1,47.3,3,389,1,65.5,1,0.68,0.1,6.09,0.3,24,1,43.4,2,0.52,0.04,0.24,0.04,6.21,2,0.51,0.005,5.04,0.4,173.3,4,39.5,4,"A2H067Q01","A21J"
90209,1980-11-11 13:40:00,14,"DWS-RQIS","NONE",43.1,1,47.3,3,393,1,65.2,1,0.69,0.1,6.88,0.3,22.7,1,44.6,2,0.54,0.04,0.26,0.04,6.3,2,0.572,0.005,5.22,0.4,166.5,4,47.4,4,"A2H067Q01","A21J"
90209,1980-11-11 14:00:00,14,"DWS-RQIS","NONE",43.9,1,46.8,3,392,1,67.1,1,0.66,0.1,6.03,0.3,23.2,1,44.2,2,0.57,0.04,0.25,0.04,5.38,2,0.52,0.005,5.22,0.4,210.4,4,11,4,"A2H067Q01","A21J"
90209,1980-11-11 14:20:00,14,"DWS-RQIS","NONE",43.5,1,47.2,3,390,1,67.1,1,0.73,0.1,6.03,0.3,23.3,1,44.5,2,0.54,0.04,0.26,0.04,5.46,2,0.568,0.005,5.21,0.4,205.9,4,12.4,4,"A2H067Q01","A21J"
90209,1980-11-11 14:40:00,14,"DWS-RQIS","NONE",44.3,1,48.7,3,397,1,67.4,1,0.67,0.1,6.09,0.3,23.3,1,44.1,2,0.5,0.04,0.26,0.04,5.26,2,0.506,0.005,5.2,0.4,216.4,4,8.4,4,"A2H067Q01","A21J"
90209,1980-11-11 15:00:00,14,"DWS-RQIS","NONE",43.7,1,47.7,3,389,1,67.9,1,0.67,0.1,5.96,0.3,23.3,1,44.1,2,0.49,0.04,0.26,0.04,5.17,2,0.52,0.005,5.11,0.4,211.9,4,6.8,4,"A2H067Q01","A21J"
90209,1980-11-11 15:20:00,14,"DWS-RQIS","NONE",43.5,1,46.6,3,388,1,67.7,1,0.67,0.1,6.08,0.3,23.3,1,43.7,2,0.48,0.04,0.27,0.04,5.4,2,0.503,0.005,4.92,0.4,207.5,4,11.3,4,"A2H067Q01","A21J"
90209,1980-11-11 15:40:00,14,"DWS-RQIS","NONE",43.7,1,47.6,3,383,1,66.9,1,0.68,0.1,6.51,0.3,23.3,1,45.2,2,0.34,0.04,0.27,0.04,5.95,2,0.47,0.005,5.1,0.4,180.1,4,26.7,4,"A2H067Q01","A21J"
90209,1980-11-11 16:00:00,14,"DWS-RQIS","NONE",44.1,1,48.6,3,383,1,66.1,1,0.68,0.1,6.14,0.3,23.2,1,45.2,2,0.37,0.04,0.27,0.04,6.19,2,0.47,0.005,5.09,0.4,169.7,4,34.5,4,"A2H067Q01","A21J"
90209,1980-11-11 16:20:00,14,"DWS-RQIS","NONE",45,1,48.1,3,379,1,64.9,1,0.68,0.1,5.96,0.3,23.2,1,44.8,2,0.37,0.04,0.26,0.04,6.33,2,0.48,0.005,5.09,0.4,155.3,4,43.2,4,"A2H067Q01","A21J"
90209,1980-11-11 16:40:00,14,"DWS-RQIS","NONE",43.5,1,48,3,382,1,66.8,1,0.68,0.1,5.96,0.3,23.5,1,44,2,0.5,0.04,0.26,0.04,6.01,2,0.5,0.005,4.9,0.4,181.6,4,25.6,4,"A2H067Q01","A21J"
90209,1980-11-11 17:00:00,14,"DWS-RQIS","NONE",43.5,1,48.5,3,389,1,67.1,1,0.68,0.1,6.56,0.3,23.2,1,44.8,2,0.41,0.04,0.26,0.04,5.84,2,0.485,0.005,4.99,0.4,193.8,4,20.1,4,"A2H067Q01","A21J"
90209,1980-11-11 17:20:00,14,"DWS-RQIS","NONE",44.3,1,47.5,3,392,1,69.7,1,0.73,0.1,6.07,0.3,23.5,1,44.3,2,0.51,0.04,0.26,0.04,5.52,2,0.503,0.005,5.16,0.4,206.2,4,13,4,"A2H067Q01","A21J"
90209,1980-11-11 17:40:00,14,"DWS-RQIS","NONE",44.8,1,47.9,3,388,1,68.2,1,0.69,0.1,6.07,0.3,23.5,1,45.5,2,0.47,0.04,0.26,0.04,5.69,2,0.455,0.005,4.88,0.4,199.7,4,13.6,4,"A2H067Q01","A21J"
90209,1980-11-11 18:00:00,14,"DWS-RQIS","NONE",43.7,1,47.4,3,387,1,65.7,1,0.7,0.1,6.01,0.3,22.8,1,44.3,2,0.42,0.04,0.27,0.04,6.3,2,0.426,0.005,5.15,0.4,164.5,4,45,4,"A2H067Q01","A21J"
90209,1980-11-11 18:20:00,14,"DWS-RQIS","NONE",42.9,1,48.9,3,394,1,61.8,1,0.71,0.1,5.95,0.3,22.8,1,45.1,2,0.26,0.04,0.28,0.04,7.63,2,0.444,0.005,5.06,0.4,93,4,108.2,4,"A2H067Q01","A21J"
90209,1980-11-11 18:40:00,14,"DWS-RQIS","NONE",43.7,1,48.4,3,394,1,62.8,1,0.7,0.1,6.01,0.3,23.2,1,44.2,2,0.26,0.04,0.28,0.04,7.98,2,0.437,0.005,5.05,0.4,93.3,4,108,4,"A2H067Q01","A21J"
90209,1980-11-11 19:00:00,14,"DWS-RQIS","NONE",43.7,1,47.8,3,388,1,62.6,1,0.69,0.1,6.01,0.3,23.2,1,43.8,2,0.02,0.04,0.28,0.04,7.72,2,0.409,0.005,5.05,0.4,89.2,4,107.9,4,"A2H067Q01","A21J"
90209,1980-11-11 19:20:00,14,"DWS-RQIS","NONE",42.6,1,47.8,3,390,1,62.8,1,0.68,0.1,6.06,0.3,22.8,1,44.6,2,0.25,0.04,0.28,0.04,8.07,2,0.464,0.005,5.13,0.4,89,4,109.5,4,"A2H067Q01","A21J"
90209,1980-12-04 11:00:00,5,"DWS-RQIS","NONE",39.5,1,53.2,3,379,1,62.1,1,0.56,0.1,6.7,0.3,23.7,1,47.8,2,0.45,0.04,0.19,0.04,8.28,2,0.56,0.005,5.15,0.4,92.7,4,92,4,"A2H067Q01","A21J"
90209,1980-12-04 14:00:00,5,"DWS-RQIS","NONE",40.1,1,52.6,3,377,1,62.8,1,0.69,0.1,6.23,0.3,23.8,1,46.8,2,0.37,0.04,0.21,0.04,8.34,2,0.554,0.005,5.04,0.4,90.8,4,92.6,4,"A2H067Q01","A21J"
90209,1980-12-04 17:00:00,5,"DWS-RQIS","NONE",40.3,1,51.6,3,377,1,62.9,1,0.71,0.1,6.23,0.3,24.7,1,47.3,2,0.39,0.04,0.22,0.04,8.37,2,0.575,0.005,5.13,0.4,87.6,4,94.6,4,"A2H067Q01","A21J"
90209,1980-12-04 20:00:00,5,"DWS-RQIS","NONE",39.7,1,51,3,375,1,63.2,1,0.72,0.1,6.1,0.3,23.7,1,48.6,2,0.31,0.04,0.26,0.04,7.87,2,0.57,0.005,4.93,0.4,88,4,93.8,4,"A2H067Q01","A21J"
90209,1980-12-05 05:00:00,5,"DWS-RQIS","NONE",37.8,1,52,3,377,1,63.8,1,0.74,0.1,6.29,0.3,23.8,1,47.6,2,0.51,0.04,0.19,0.04,7.58,2,0.596,0.005,4.71,0.4,88.2,4,96.3,4,"A2H067Q01","A21J"
90209,1980-12-05 08:00:00,5,"DWS-RQIS","NONE",37,1,52,3,374,1,62.6,1,0.74,0.1,6.15,0.3,23.7,1,47.5,2,0.37,0.04,0.19,0.04,7.67,2,0.581,0.005,4.7,0.4,88.6,4,94.7,4,"A2H067Q01","A21J"
90209,1980-12-05 14:00:00,5,"DWS-RQIS","NONE",38,1,51,3,377,1,63.9,1,0.73,0.1,6.29,0.3,24,1,48.5,2,0.54,0.04,0.18,0.04,7.64,2,0.63,0.005,4.81,0.4,87.8,4,96.4,4,"A2H067Q01","A21J"
